HOLE:	U1513A
EXPEDITION:	369
TOP:	0.0620
BOTTOM:	292.9748
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
50.6588	4497.98	1827.339	941.7101
50.8112	4436.602	1804.604	942.7478
50.9636	4355.84	1799.114	943.7718
51.1160	4353.021	1795.083	944.8095
51.2684	4324.498	1787.137	945.8315
51.4208	4363.457	1792.919	946.871
51.5732	4553.778	1793	947.9091
51.7256	4625.328	1814.789	948.947
51.8780	4712.476	1825.934	950.0007
52.0304	4609.254	1814.029	951.0405
52.1828	4530	1806	952.0801
52.3352	4529.59	1806	953.1059
52.4876	4442.551	1805.949	954.1423
52.6400	4354.974	1795.939	955.18
52.7924	4351.976	1789.037	956.2197
52.9448	4351.124	1791.984	957.2584
53.0972	4422.425	1791.178	958.2971
53.2496	4502.387	1800.96	959.3185
53.4020	4573.317	1799.281	960.3572
53.5544	4668.949	1811.027	961.3969
53.7068	4627.669	1812.377	962.434
53.8592	4514.991	1824.674	963.4748
54.0116	4483.196	1814.892	964.5157
54.1640	4433.742	1811.314	965.5374
54.3164	4400.876	1793.625	966.576
54.4688	4377.097	1785.48	967.6116
54.6212	4428.483	1795.906	968.6359
54.7736	4538.746	1794.609	969.6747
54.9260	4533.736	1806.738	970.6976
55.0784	4531.247	1819.342	971.7351
55.2308	4564.686	1807.883	972.7633
55.3832	4475.777	1805.628	973.8162
55.5356	4428.113	1800.065	974.8718
55.6880	4442.921	1800.933	975.9259
55.8404	4432.171	1799.861	976.9801
55.9928	4486.318	1798.073	978.0339
56.1452	4462.776	1798.923	979.062
56.2976	4436.481	1797.84	980.096
56.4500	4446.113	1796.082	981.1329
56.6024	4497.828	1797.686	982.1577
56.7548	4563.25	1805.878	983.1935
56.9072	4593.624	1815.548	984.219
57.0596	4555.331	1820.533	985.2706
57.2120	4500.594	1814.545	986.3006
57.3644	4409.687	1800.799	987.3526
57.5168	4380	1799.41	988.4086
57.6692	4380.418	1802.582	989.4807
57.8216	4388.973	1798.784	990.549
57.9740	4434.021	1797	991.5999
58.1264	4455.164	1797	992.7614
58.2788	4381.123	1797.237	994.0597
58.4312	4450.789	1799.835	995.1465
58.5836	4468.176	1806.123	996.3651
58.7360	4502.424	1807	999.3629
58.8884	4529.236	1806.74	1008.104
59.0408	4507.821	1805.132	1015.445
59.1932	4528.178	1805.598	1022.158
59.3456	4478.434	1802.725	1027.603
59.4980	4361.859	1800.577	1030.365
59.6504	4354.99	1797.857	1032.18
59.8028	4323.987	1796.56	1033.434
59.9552	4357.051	1794.6	1034.665
60.1076	4391.723	1799.218	1035.821
60.2600	4477.692	1809.267	1036.877
60.4124	4597.891	1826.369	1037.931
60.5648	4629.348	1821.547	1038.99
60.7172	4561.131	1813.34	1040.061
60.8696	4491.127	1808.656	1041.12
61.0220	4456.019	1801.324	1042.169
61.1744	4398.895	1797.137	1043.226
61.3268	4392.277	1793.352	1044.282
61.4792	4438.355	1798.229	1045.338
61.6316	4472.907	1811.005	1046.389
61.7840	4469.287	1802	1047.428
61.9364	4431.817	1800.689	1048.474
62.0888	4429.068	1795.382	1049.528
62.2412	4478.717	1797.194	1050.583
62.3936	4508.657	1798.982	1051.638
62.5460	4599.974	1804.597	1052.696
62.6984	4666.261	1810.192	1053.76
62.8508	4668.427	1807.205	1054.8
63.0032	4560.871	1808	1055.838
63.1556	4482.522	1807.367	1056.881
63.3080	4464.568	1804.786	1057.933
63.4604	4412.294	1804	1058.972
63.6128	4385.813	1803.781	1060.018
63.7652	4384.889	1803.444	1061.084
63.9176	4442.195	1806.129	1062.124
64.0700	4582.84	1811.835	1063.168
64.2224	4666.729	1816.839	1064.238
64.3748	4643.433	1810.433	1065.292
64.5272	4604.197	1802.237	1066.348
64.6796	4485.517	1804.203	1067.401
64.8320	4426.193	1807.756	1068.446
64.9844	4439.634	1806.754	1069.497
65.1368	4469.923	1806.496	1070.552
65.2892	4509.312	1808	1071.614
65.4416	4525.023	1807.49	1072.686
65.5940	4473.28	1805.486	1073.749
65.7464	4423.696	1803.478	1074.792
65.8988	4423.959	1801.472	1075.844
66.0512	4469.096	1800	1076.883
66.2036	4578.093	1804.851	1077.927
66.3560	4640.211	1815.281	1078.986
66.5084	4680.193	1808.827	1080.049
66.6608	4608.368	1811.279	1081.089
66.8132	4524.038	1814.254	1082.134
66.9656	4469.204	1818.585	1083.193
67.1180	4401.387	1813.28	1084.26
67.2704	4374.063	1806.388	1085.321
67.4228	4387.227	1798.827	1086.388
67.5752	4404.155	1817.854	1087.446
67.7276	4459.649	1870	1088.513
67.8800	4562.808	1851.014	1089.57
68.0324	4642.091	1811.574	1090.631
68.1848	4660.343	1819.536	1091.705
68.3372	4549.743	1813.379	1092.777
68.4896	4488.568	1808.55	1093.849
68.6420	4488.523	1802.58	1094.91
68.7944	4508.128	1805.362	1095.959
68.9468	4552.169	1803.035	1097.025
69.0992	4544.465	1801.651	1098.076
69.2516	4601.146	1803.657	1099.121
69.4040	4606.184	1805.33	1100.177
69.5564	4553.688	1806	1101.227
69.7088	4544.809	1805.664	1102.266
69.8612	4551.524	1804.66	1103.311
70.0136	4501.252	1804.344	1104.361
70.1660	4472.125	1808.806	1105.405
70.3184	4416.575	1813.22	1106.459
70.4708	4428.597	1806.947	1107.51
70.6232	4480.971	1804.645	1108.55
70.7756	4449.613	1802.569	1109.595
70.9280	4413.72	1798.199	1110.643
71.0804	4416.816	1795.726	1111.681
71.2328	4456.579	1798.463	1112.726
71.3852	4548.765	1807.638	1113.782
71.5376	4596.886	1816.772	1114.836
71.6900	4597.25	1813	1115.885
71.8424	4549.226	1806.575	1116.933
71.9948	4444.214	1799.044	1117.988
72.1472	4411.233	1802.466	1119.044
72.2996	4370.235	1799.228	1120.099
72.4520	4295.7	1793.714	1121.154
72.6044	4316.931	1788.966	1122.204
72.7568	4435.542	1796.747	1123.25
72.9092	4568.294	1807.972	1124.295
73.0616	4619.973	1811.195	1125.335
73.2140	4583.229	1809.426	1126.37
73.3664	4553.881	1813.408	1127.394
73.5188	4535.155	1816.051	1128.422
73.6712	4503.7	1815.705	1129.466
73.8236	4448.669	1809.754	1130.522
73.9760	4374.15	1804.228	1131.577
74.1284	4328.312	1798.578	1132.624
74.2808	4316.658	1796.726	1133.663
74.4332	4285.188	1792.862	1134.702
74.5856	4258.709	1790.43	1135.734
