HOLE:	U1507B
EXPEDITION:	371
TOP:	743.8307
BOTTOM:	860.4166
DEPTH_WMSF	DTCO	DT1	DT2	VELP	VS1	VS2
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
794.1227	119.983	278.3838	277.4543	2.5404	1.0949	1.0986
794.2751	119.376	278.1713	277.5379	2.5533	1.0957	1.0982
794.4275	119.8866	281.4139	277.3551	2.5424	1.0831	1.0990
794.5799	120.3329	273.3574	275.8632	2.5330	1.1150	1.1049
794.7323	120.5803	268.7076	278.8344	2.5278	1.1343	1.0931
794.8847	121.4552	277.7309	281.1802	2.5096	1.0975	1.0840
795.0371	121.5648	280.8315	281.1768	2.5073	1.0853	1.0840
795.1895	121.9859	282.2185	281.4515	2.4986	1.0800	1.0830
795.3419	121.6353	280.4391	282.3515	2.5059	1.0869	1.0795
795.4943	121.1274	279.7831	283.4049	2.5164	1.0894	1.0755
795.6467	120.9578	275.1402	281.9274	2.5199	1.1078	1.0811
795.7991	120.8462	275.1366	278.7322	2.5222	1.1078	1.0935
795.9515	121.5935	276.5905	279.5444	2.5067	1.1020	1.0903
796.1039	121.7278	282.1527	279.1352	2.5039	1.0803	1.0919
796.2563	121.505	279.1286	277.5696	2.5085	1.0920	1.0981
796.4087	122.0252	277.9344	277.2891	2.4978	1.0967	1.0992
796.5611	122.0646	278.758	277.34	2.4970	1.0934	1.0990
796.7135	122.3088	279.4693	277.5927	2.4921	1.0906	1.0980
796.8659	122.6733	273.8279	276.9567	2.4846	1.1131	1.1005
797.0183	120.4733	264.2824	271.1318	2.5300	1.1533	1.1242
797.1707	119.9881	264.541	270.7355	2.5403	1.1522	1.1258
797.3231	120.4911	275.0738	276.4779	2.5296	1.1081	1.1024
797.4755	120.0993	275.0164	276.8277	2.5379	1.1083	1.1010
797.6279	120.1809	274.1345	276.6935	2.5362	1.1119	1.1016
797.7803	120.2479	274.0602	276.6601	2.5348	1.1122	1.1017
797.9327	119.9147	275.134	273.2348	2.5418	1.1078	1.1155
798.0851	119.876	267.0301	273.8271	2.5426	1.1414	1.1131
798.2375	118.5089	262.7167	260.7528	2.5720	1.1602	1.1689
798.3899	118.0081	251.3327	253.6618	2.5829	1.2127	1.2016
798.5423	118.2343	251.4741	252.8071	2.5779	1.2121	1.2057
798.6947	117.8857	252.8101	252.4322	2.5856	1.2056	1.2075
798.8471	118.1051	251.2068	249.6198	2.5808	1.2133	1.2211
798.9995	118.4666	251.2165	249.9832	2.5729	1.2133	1.2193
799.1519	118.7263	254.3607	255.8919	2.5672	1.1983	1.1911
799.3043	119.1854	257.4462	256.9718	2.5574	1.1839	1.1861
799.4567	119.5442	256.7711	257.003	2.5497	1.1870	1.1860
799.6091	119.8984	255.4478	257.1897	2.5422	1.1932	1.1851
799.7615	120.1727	256.0728	257.4486	2.5363	1.1903	1.1839
799.9139	120.1205	252.8596	260.3985	2.5375	1.2054	1.1705
800.0663	119.8768	254.8458	261.5	2.5426	1.1960	1.1656
800.2187	119.7831	262.3738	262.0673	2.5446	1.1617	1.1631
800.3711	119.7868	260.6174	262.1986	2.5445	1.1695	1.1625
800.5235	119.7056	261.2879	261.918	2.5462	1.1665	1.1637
800.6759	119.708	261.4623	262.2817	2.5462	1.1658	1.1621
800.8283	119.7048	263.9781	261.8724	2.5463	1.1546	1.1639
