HOLE:	U1507B
EXPEDITION:	371
TOP:	-0.0336
BOTTOM:	862.3982
DEPTH_WMSF	TENS	CS	ETIM
m	lbf	ft/h	s
58.0308	6129.026	1502.002	6571.673
58.1832	6223.985	1507.993	6570.479
58.3356	6201.063	1497.001	6569.301
58.4880	6263.986	1498	6568.099
58.6404	6182.987	1499	6566.88
58.7928	6093.11	1499	6565.675
58.9452	6304.896	1499	6564.481
59.0976	6187.041	1499	6563.289
59.2500	6091.002	1500	6562.102
59.4024	6184.999	1501.998	6560.899
59.5548	6181.992	1498.005	6559.679
59.7072	6171.041	1503.995	6558.475
59.8596	6206.997	1500	6557.29
60.0120	6142.013	1498	6556.104
60.1644	6189.032	1496.999	6554.899
60.3168	6239.144	1495.001	6553.697
60.4692	6381.968	1496	6552.497
60.6216	6308.99	1495	6551.292
60.7740	6237.992	1496.005	6550.082
60.9264	6222.921	1505.997	6548.887
61.0788	6134.031	1503.001	6547.685
61.2312	6061.001	1501	6546.5
61.3836	6152.98	1499.999	6545.297
61.5360	6100.996	1498.001	6544.095
61.6884	6095.214	1500.001	6542.891
61.8408	6284.98	1501	6541.706
61.9932	6171.979	1504	6540.503
62.1456	6093.051	1506.001	6539.299
62.2980	6173.989	1507	6538.097
62.4504	6163.002	1507	6536.896
62.6028	6207.001	1502	6535.708
62.7552	6218.975	1499	6534.521
62.9076	6170.06	1497.997	6533.319
63.0600	6237.976	1495.001	6532.119
63.2124	6179	1498	6530.916
63.3648	6198.027	1501.001	6529.711
63.5172	6267.899	1504.001	6528.523
63.6696	6134.065	1506.003	6527.32
63.8220	6191.994	1509	6526.12
63.9744	6236.995	1498	6524.934
64.1268	6216.02	1498.001	6523.731
64.2792	6247.839	1498.999	6522.527
64.4316	6086.038	1498	6521.342
64.5840	6159.001	1496	6520.14
64.7364	6170.007	1496.001	6518.939
64.8888	6184.113	1498.005	6517.719
65.0412	6313.953	1503.998	6516.517
65.1936	6230	1503	6515.314
65.3460	6232.991	1512.996	6514.111
65.4984	6207.858	1502.999	6512.923
65.6508	6019.043	1501.998	6511.739
65.8032	6057.996	1500	6510.536
65.9556	5996.034	1498	6509.332
66.1080	6130.12	1496.001	6508.129
66.2604	6321.955	1497.995	6506.943
66.4128	6276.011	1493.001	6505.741
66.5652	6296	1505	6504.538
66.7176	6292.938	1503	6503.333
66.8700	6170.061	1503.997	6502.131
67.0224	6239.975	1501.001	6500.946
67.1748	6191	1499	6499.76
67.3272	6114.036	1545.983	6498.556
67.4796	6210.003	1499.999	6497.351
67.6320	6213.894	1499.002	6496.148
67.7844	6118.012	1501	6494.948
67.9368	6192.03	1500	6493.748
68.0892	6311.06	1501.999	6492.559
68.2416	6406.875	1500.999	6491.357
68.3940	6281.031	1500	6490.156
68.5464	6240.002	1499	6488.952
68.6988	6257.92	1499	6487.75
68.8512	6096.019	1500.002	6486.547
69.0036	6117.992	1501.999	6485.362
69.1560	6194	1503	6484.16
69.3084	6113.053	1503	6482.956
69.4608	6256.042	1501.996	6481.753
69.6132	6313.044	1497.001	6480.548
69.7656	6352.995	1498	6479.348
69.9180	6365.957	1498	6478.162
70.0704	6190.972	1499	6476.957
70.2228	6145.029	1499.002	6475.755
70.3752	6174.993	1501	6474.552
70.5276	6137.991	1504	6473.35
70.6800	6066.038	1505	6472.164
70.8324	6143.071	1504.001	6470.959
70.9848	6225.969	1505	6469.756
71.1372	6269	1499	6468.57
71.2896	6198.016	1499	6467.368
71.4420	6241.995	1498	6466.181
71.5944	6234.912	1498.002	6464.979
71.7468	6155.01	1500	6463.776
71.8992	6199.02	1500	6462.574
72.0516	6279.967	1502.001	6461.373
72.2040	6225.996	1503.996	6460.171
72.3564	6222.001	1500.001	6458.968
72.5088	6283.002	1500	6457.782
72.6612	6298.983	1500	6456.58
72.8136	6264.979	1499.999	6455.375
72.9660	6240.009	1499	6454.176
73.1184	6273	1499	6452.972
73.2708	6200	1499.001	6451.77
73.4232	6199.025	1503.001	6450.583
73.5756	6232.979	1503.999	6449.378
73.7280	6214.002	1503	6448.18
73.8804	6128.976	1502	6446.976
