HOLE:	U1351B
EXPEDITION:	317
TOP:	70.8680
BOTTOM:	485.7008
DEPTH_WMSF	C1	C2
m	in	in
200.2556	13.6022	14.7559
200.4080	13.6059	14.7559
200.5604	13.5899	14.7559
200.7128	13.5328	14.7469
200.8652	13.4867	14.7020
201.0176	13.4984	14.7430
201.1700	13.3912	14.2429
201.3224	13.3869	14.8186
201.4748	13.4668	14.8345
201.6272	13.5163	15.3112
201.7796	13.4566	15.3987
201.9320	13.3796	15.3968
202.0844	13.2352	15.3814
202.2368	13.1965	15.3770
202.3892	13.1985	15.3618
202.5416	13.3164	15.2953
202.6940	13.7529	15.3126
202.8464	13.7922	15.3372
202.9988	13.8159	15.3634
203.1512	13.8471	15.3715
203.3036	13.9268	15.4075
203.4560	14.0166	15.4245
203.6084	14.0722	15.4245
203.7608	14.4951	15.4247
203.9132	14.7288	15.4247
204.0656	14.7225	15.4247
204.2180	14.7251	15.4247
204.3704	14.7214	15.4201
204.5228	14.7497	15.4213
204.6752	14.8399	15.4226
204.8276	14.8381	15.4199
204.9800	14.8227	15.4161
205.1324	14.7993	15.4161
205.2848	14.8413	15.4161
205.4372	14.8580	15.4161
205.5896	15.0022	15.4159
205.7420	15.0405	15.4096
205.8944	14.9368	15.4075
206.0468	14.7648	15.3987
206.1992	14.8153	15.3972
206.3516	14.8823	15.3989
206.5040	14.8287	15.3988
206.6564	14.5540	15.3862
206.8088	13.4817	15.2843
206.9612	12.9120	15.2691
207.1136	12.9110	15.2692
207.2660	12.8905	15.2692
207.4184	12.8814	15.2692
207.5708	12.8896	15.2692
207.7232	12.8668	15.2692
207.8756	12.8067	15.2692
208.0280	12.7201	15.2692
208.1804	12.6846	15.2692
208.3328	12.6846	15.2692
208.4852	12.6846	15.2692
208.6376	12.6846	15.2692
208.7900	12.6846	15.2692
208.9424	12.6755	15.2692
209.0948	12.6743	15.2509
