Exp,Site,Hole,Core,Type,Sect,Top(cm),Depth CSF-A (m),Reflectance L*,Reflectance a*,Reflectance b*
317,U1352,B,41,X,4,29.8,336.298,47.7,-0.8,0.3
317,U1352,B,41,X,4,34.8,336.348,48.2,-0.6,0.5
317,U1352,B,41,X,4,39.8,336.398,48.4,-0.6,0.6
317,U1352,B,41,X,4,44.8,336.448,47.3,-0.8,0.5
317,U1352,B,41,X,4,49.8,336.498,45.2,-0.5,-0.1
317,U1352,B,41,X,4,54.8,336.548,41,-0.5,0.3
317,U1352,B,41,X,4,59.8,336.598,47,-1,1.3
317,U1352,B,41,X,4,64.8,336.648,50.7,-1.3,2.2
317,U1352,B,41,X,4,69.8,336.698,45.7,-1.4,2
317,U1352,B,41,X,4,74.9,336.749,52.2,-1,1.3
317,U1352,B,41,X,4,79.9,336.799,51.4,-1.2,2.1
317,U1352,B,41,X,4,84.9,336.849,50.1,-1,1.6
317,U1352,B,41,X,4,89.9,336.899,52.9,-1.1,1.2
317,U1352,B,41,X,4,94.9,336.949,50.9,-1,0.8
317,U1352,B,41,X,4,99.9,336.999,50.4,-1.1,1.5
317,U1352,B,41,X,4,104.9,337.049,46.6,-1.2,1.4
317,U1352,B,41,X,4,109.9,337.099,51.6,-1.2,1.5
317,U1352,B,41,X,4,115,337.15,53.9,-1.1,1.3
317,U1352,B,41,X,4,120,337.2,49.9,-1.2,1.8
317,U1352,B,41,X,4,125,337.25,47,-1.6,1.7
317,U1352,B,41,X,4,130,337.3,45.3,-1.3,1
317,U1352,B,41,X,4,135,337.35,48.5,-1.1,1.3
317,U1352,B,41,X,4,140,337.4,48.7,-0.9,0.8
317,U1352,B,41,X,4,145,337.45,47.4,-0.7,0.8
317,U1352,B,41,X,5,4.7,337.547,46,-1.2,1
317,U1352,B,41,X,5,9.7,337.597,54.1,-1.1,1.2
317,U1352,B,41,X,5,14.7,337.647,42.5,-1,0.8
317,U1352,B,41,X,5,19.7,337.697,45.4,-1.3,1.3
317,U1352,B,41,X,5,24.7,337.747,42.5,-0.8,0.4
317,U1352,B,41,X,5,29.7,337.797,49.1,-0.8,1.2
317,U1352,B,41,X,5,34.8,337.848,51.4,-1.2,0.2
317,U1352,B,41,X,5,39.8,337.898,44.9,-0.7,0.2
317,U1352,B,41,X,5,44.8,337.948,44.8,-1,1.4
317,U1352,B,41,X,5,49.8,337.998,44.5,-1.2,1.3
317,U1352,B,41,X,5,54.8,338.048,42.8,-0.1,0
317,U1352,B,41,X,5,59.8,338.098,49.8,-0.9,0.8
317,U1352,B,41,X,5,64.8,338.148,52,-0.9,0.3
317,U1352,B,41,X,5,69.8,338.198,52.9,-1,0.1
317,U1352,B,41,X,5,74.9,338.249,50.7,-0.7,-0.3
317,U1352,B,41,X,5,79.9,338.299,48.3,-0.7,-0.3
317,U1352,B,41,X,5,84.9,338.349,48.9,-0.6,0
317,U1352,B,41,X,5,89.9,338.399,51.7,-0.3,0
317,U1352,B,41,X,5,94.9,338.449,54.6,-0.6,0
317,U1352,B,41,X,5,99.9,338.499,52.2,-0.7,0
317,U1352,B,41,X,5,104.9,338.549,51.6,-0.5,-0.4
317,U1352,B,41,X,5,110,338.6,49.9,-0.4,-0.2
317,U1352,B,41,X,5,115,338.65,54,-0.6,0.2
317,U1352,B,41,X,5,120,338.7,47.8,-0.6,-0.6
317,U1352,B,41,X,5,125,338.75,49.8,-0.8,0.6
317,U1352,B,41,X,5,130,338.8,48.1,-0.9,1
317,U1352,B,41,X,5,135,338.85,48.3,-0.5,0.5
317,U1352,B,41,X,5,140,338.9,49.9,-0.9,1
317,U1352,B,41,X,5,145,338.95,45.7,-1.3,1.8
317,U1352,B,41,X,6,4.8,339.048,50,-1,1.5
317,U1352,B,41,X,6,9.8,339.098,51.3,-1.1,1.3
317,U1352,B,41,X,6,14.8,339.148,48,-1.1,1.3
317,U1352,B,41,X,6,19.8,339.198,43.1,-1,1.2
317,U1352,B,41,X,6,24.8,339.248,50.7,-1.1,1.6
317,U1352,B,41,X,6,29.9,339.299,49.5,-0.9,0.2
317,U1352,B,41,X,6,34.9,339.349,47.4,-0.9,0.6
317,U1352,B,41,X,6,39.9,339.399,48.2,-0.6,0.5
317,U1352,B,41,X,6,44.9,339.449,52.1,-0.4,0.5
317,U1352,B,41,X,6,49.9,339.499,47.8,-0.7,1
317,U1352,B,41,X,6,54.9,339.549,32.8,1,-2.5
317,U1352,B,41,X,6,59.9,339.599,48.5,-0.7,0.5
317,U1352,B,41,X,6,65,339.65,48.1,-0.6,0.6
317,U1352,B,41,X,6,70,339.7,46.4,-0.7,1
317,U1352,B,41,X,6,75,339.75,35.5,0.5,-1.7
317,U1352,B,41,X,6,80,339.8,44.6,-0.9,0.6
317,U1352,B,41,X,6,85,339.85,44.6,-0.7,0.5
317,U1352,B,41,X,6,90,339.9,47.4,-0.7,0.4
317,U1352,B,41,X,6,95,339.95,46,-0.5,0.4
317,U1352,B,41,X,6,100,340,47.2,-0.5,0
317,U1352,B,41,X,6,105,340.05,48.2,-0.9,0.8
317,U1352,B,41,X,7,4.9,340.149,49.1,-0.9,1
317,U1352,B,41,X,7,9.9,340.199,48.6,-0.9,1.3
317,U1352,B,41,X,7,14.9,340.249,48.4,-0.6,1.1
317,U1352,B,41,X,7,19.9,340.299,50.3,-0.8,1.5
317,U1352,B,41,X,7,24.9,340.349,48.2,-1.1,1.6
317,U1352,B,41,X,7,29.9,340.399,39.8,-0.8,1.2
317,U1352,B,41,X,7,35,340.45,46.2,-1.4,2.3
317,U1352,B,41,X,7,40,340.5,47.1,-0.8,1.1
317,U1352,B,41,X,7,45,340.55,50.3,-0.9,1.3
317,U1352,B,41,X,7,50,340.6,48.2,-0.8,1.3
317,U1352,B,41,X,7,55,340.65,42.8,-0.9,0.9
317,U1352,B,41,X,7,60,340.7,51.3,-1,1.5
317,U1352,B,41,X,7,65,340.75,49.9,-1.1,1.5
317,U1352,B,41,X,7,70,340.8,43.9,-1.4,1.7
317,U1352,B,41,X,7,75,340.85,45.1,-0.6,0.3
317,U1352,B,41,X,CC,5,340.96,41.8,-0.5,0.9
317,U1352,B,41,X,CC,10,341.01,48.1,-0.6,1
317,U1352,B,41,X,CC,15,341.06,51.7,-0.5,1.1
317,U1352,B,41,X,CC,20,341.11,45,-1.1,1.1
317,U1352,B,41,X,CC,25,341.16,45.6,-1.3,1.7
317,U1352,B,41,X,CC,30,341.21,39.7,-0.4,-0.8
317,U1352,B,42,X,1,4.7,341.147,48,-0.8,-0.6
317,U1352,B,42,X,1,9.7,341.197,51,-1.1,0.2
317,U1352,B,42,X,1,14.7,341.247,39.3,-0.3,-0.2
317,U1352,B,42,X,1,19.7,341.297,44.2,-1.1,0.3
317,U1352,B,42,X,1,24.7,341.347,45.4,-1.1,0.3
317,U1352,B,42,X,1,29.8,341.398,41.2,-0.4,-1.4
317,U1352,B,42,X,1,34.8,341.448,52.6,-0.9,0.3
317,U1352,B,42,X,1,39.8,341.498,46.7,-1,-0.2
317,U1352,B,42,X,1,44.8,341.548,41.6,-0.7,-0.7
317,U1352,B,42,X,1,49.8,341.598,41.9,-0.8,-0.3
317,U1352,B,42,X,1,54.8,341.648,41.2,-0.5,-1.1
317,U1352,B,42,X,1,59.8,341.698,41.8,-0.9,0.1
317,U1352,B,42,X,1,64.8,341.748,39.5,-0.4,-0.7
317,U1352,B,42,X,1,69.9,341.799,40.8,-0.6,-0.9
317,U1352,B,42,X,1,74.9,341.849,44.7,-1.1,0
317,U1352,B,42,X,1,79.9,341.899,37,0,-1.7
317,U1352,B,42,X,1,84.9,341.949,43.5,-0.8,-0.5
317,U1352,B,42,X,1,89.9,341.999,39.3,-0.5,-0.6
317,U1352,B,42,X,1,94.9,342.049,42.3,-0.9,-0.2
317,U1352,B,42,X,1,99.9,342.099,39.8,-0.4,-1.4
317,U1352,B,42,X,1,104.9,342.149,40.2,-0.2,-1.9
317,U1352,B,42,X,1,110,342.2,45.5,-0.3,-1
317,U1352,B,42,X,1,115,342.25,42.2,-0.6,-1.9
317,U1352,B,42,X,1,120,342.3,45.3,-0.8,-0.6
317,U1352,B,42,X,1,125,342.35,44.1,-0.7,-0.4
317,U1352,B,42,X,1,130,342.4,43.4,-0.9,-0.7
317,U1352,B,42,X,1,135,342.45,42.5,-0.1,-1.2
317,U1352,B,42,X,1,140,342.5,44.7,-1,-0.1
317,U1352,B,42,X,1,145.1,342.551,47.3,-0.8,0.7
317,U1352,B,42,X,2,4.7,342.647,44.6,-1.3,1.5
317,U1352,B,42,X,2,9.7,342.697,50.1,-1.3,1
317,U1352,B,42,X,2,14.7,342.747,45.6,-1.4,1.5
317,U1352,B,42,X,2,19.7,342.797,46.9,-1.5,1.6
317,U1352,B,42,X,2,24.7,342.847,49.3,-1.1,0.9
317,U1352,B,42,X,2,29.7,342.897,47.3,-1.4,1.5
317,U1352,B,42,X,2,34.8,342.948,49.6,-1.1,0.2
317,U1352,B,42,X,2,39.8,342.998,48.3,-1.4,1.4
317,U1352,B,42,X,2,44.8,343.048,47.4,-1.6,1.9
317,U1352,B,42,X,2,49.8,343.098,45.9,-1.6,2
317,U1352,B,42,X,2,54.8,343.148,47.2,-1.6,1.5
317,U1352,B,42,X,2,59.8,343.198,47.8,-1.7,1.4
317,U1352,B,42,X,2,64.8,343.248,43.9,-1.2,0.7
317,U1352,B,42,X,2,69.9,343.299,44.3,-1.2,1.2
317,U1352,B,42,X,2,74.9,343.349,45,-1.2,0.9
317,U1352,B,42,X,2,79.9,343.399,46.5,-1.5,1.5
317,U1352,B,42,X,2,84.9,343.449,48.7,-1.5,0.9
317,U1352,B,42,X,2,89.9,343.499,47.7,-1.6,1.4
317,U1352,B,42,X,2,94.9,343.549,47,-1.6,1.7
317,U1352,B,42,X,2,99.9,343.599,46.3,-1.3,1.1
317,U1352,B,42,X,2,104.9,343.649,45.5,-1.2,0.4
317,U1352,B,42,X,2,110,343.7,44.8,-1.2,1
317,U1352,B,42,X,2,115,343.75,47.8,-1.3,-0.1
317,U1352,B,42,X,2,120,343.8,46.5,-1.5,0.9
317,U1352,B,42,X,2,125,343.85,40.4,-0.5,0.1
317,U1352,B,42,X,2,130,343.9,54.2,-1.2,1.3
317,U1352,B,42,X,2,135,343.95,45.1,-0.8,0.7
317,U1352,B,42,X,2,140,344,46.8,-1.5,1.1
317,U1352,B,42,X,2,145,344.05,43.8,-1.3,1.8
317,U1352,B,42,X,3,4.7,344.147,52.7,-0.5,0.2
317,U1352,B,42,X,3,9.8,344.198,41.8,-0.2,-0.8
317,U1352,B,42,X,3,14.8,344.248,48.8,-0.8,0.8
317,U1352,B,42,X,3,19.8,344.298,41.4,0.1,-0.1
317,U1352,B,42,X,3,24.8,344.348,44.8,-0.3,0.5
317,U1352,B,42,X,3,29.8,344.398,42.5,-0.7,0.9
317,U1352,B,42,X,3,34.8,344.448,47.1,-0.7,1.1
317,U1352,B,42,X,3,39.9,344.499,40.8,-0.6,0.8
317,U1352,B,42,X,3,44.9,344.549,48.7,-0.6,1.5
317,U1352,B,42,X,3,49.9,344.599,51.5,-0.8,1.3
317,U1352,B,42,X,3,54.9,344.649,53.6,-0.8,1.7
317,U1352,B,42,X,3,59.9,344.699,42.5,-0.9,1.6
317,U1352,B,42,X,3,64.9,344.749,42.1,-0.8,1.2
317,U1352,B,42,X,3,69.9,344.799,41.3,-0.6,1.3
317,U1352,B,42,X,3,74.9,344.849,40.9,-0.2,0.4
317,U1352,B,42,X,3,80,344.9,47.5,-0.8,1.5
317,U1352,B,42,X,3,85,344.95,35.3,0.2,-0.7
317,U1352,B,42,X,3,90,345,42.2,0,-0.2
317,U1352,B,42,X,3,95,345.05,48,-0.5,0.9
317,U1352,B,42,X,3,100,345.1,47,-0.7,1.2
317,U1352,B,42,X,3,105,345.15,43.5,-1,1.7
317,U1352,B,42,X,3,110,345.2,46.3,-0.5,0.8
317,U1352,B,42,X,3,115,345.25,48,-0.7,1.4
317,U1352,B,42,X,4,4.7,345.647,48.6,-0.8,1.6
317,U1352,B,42,X,4,9.7,345.697,50.1,-1.1,2
317,U1352,B,42,X,4,14.7,345.747,40.1,0.4,-0.5
317,U1352,B,42,X,4,19.7,345.797,36.8,0.8,-1.7
317,U1352,B,42,X,4,24.7,345.847,48,-0.7,1.7
317,U1352,B,42,X,4,29.7,345.897,40.5,0.3,-0.7
317,U1352,B,42,X,4,34.8,345.948,50.1,-0.9,1.3
317,U1352,B,42,X,4,39.8,345.998,44.2,-0.5,1.4
317,U1352,B,42,X,4,44.8,346.048,49.8,-0.8,2.3
317,U1352,B,42,X,4,49.8,346.098,45,-1.3,2.9
317,U1352,B,42,X,4,54.8,346.148,47,-1.4,2.4
317,U1352,B,42,X,4,59.8,346.198,48.2,-1.3,3.8
317,U1352,B,42,X,4,64.8,346.248,42.7,-1.1,2.6
317,U1352,B,42,X,4,69.8,346.298,45.3,-0.5,0.7
317,U1352,B,42,X,4,74.9,346.349,49.4,-1.1,2
317,U1352,B,42,X,4,79.9,346.399,42.9,-0.4,0.9
317,U1352,B,42,X,4,84.9,346.449,40,-0.1,0.1
317,U1352,B,42,X,4,89.9,346.499,44.8,-0.7,1.8
317,U1352,B,42,X,4,94.9,346.549,42.8,-0.2,0.5
317,U1352,B,42,X,4,99.9,346.599,47.9,-1.2,2.9
317,U1352,B,42,X,4,104.9,346.649,41.9,-0.7,1.4
317,U1352,B,42,X,4,110,346.7,39.3,-0.5,1.4
317,U1352,B,42,X,4,115,346.75,43,-0.9,4
317,U1352,B,42,X,4,120,346.8,44.8,-0.2,2.7
317,U1352,B,42,X,4,125,346.85,39.9,0.4,1.8
317,U1352,B,42,X,4,130,346.9,40.6,0.3,-0.1
317,U1352,B,42,X,4,135,346.95,49.5,-1,1.4
317,U1352,B,42,X,4,140,347,51.4,-0.8,1.5
317,U1352,B,42,X,4,145,347.05,42.9,1.5,-2.2
317,U1352,B,42,X,5,4.7,347.147,45.7,-0.6,3.3
317,U1352,B,42,X,5,9.7,347.197,46.3,-0.6,5.2
317,U1352,B,42,X,5,14.7,347.247,42.7,0.1,2
317,U1352,B,42,X,5,19.7,347.297,42.3,0.5,0.6
317,U1352,B,42,X,5,24.7,347.347,52.6,-1.1,4.9
317,U1352,B,42,X,5,29.7,347.397,51.4,-0.8,5.2
317,U1352,B,42,X,5,34.8,347.448,50.1,-1,3.6
317,U1352,B,42,X,5,39.8,347.498,49.2,-0.7,4.7
317,U1352,B,42,X,5,44.8,347.548,43.9,-0.1,3.3
317,U1352,B,42,X,5,49.8,347.598,45.5,-0.3,4.3
317,U1352,B,42,X,5,54.8,347.648,45.4,-0.3,3.1
317,U1352,B,42,X,5,59.8,347.698,43.8,-0.2,2.2
317,U1352,B,42,X,5,64.8,347.748,34.6,0.7,-0.3
317,U1352,B,42,X,5,69.9,347.799,42.5,-0.5,3.4
317,U1352,B,42,X,5,74.9,347.849,38.7,0.3,0.8
317,U1352,B,42,X,5,79.9,347.899,47.6,-0.8,3.4
317,U1352,B,42,X,5,84.9,347.949,45.9,-0.5,2.8
317,U1352,B,42,X,5,89.9,347.999,45.7,-0.3,2.1
317,U1352,B,42,X,5,94.9,348.049,42.6,0,1.9
317,U1352,B,42,X,5,99.9,348.099,43.6,0,1.1
317,U1352,B,42,X,5,104.9,348.149,48.8,-0.9,3.4
317,U1352,B,42,X,5,110,348.2,42,0,1.7
317,U1352,B,42,X,5,115,348.25,42.9,-0.5,2.7
317,U1352,B,42,X,5,120,348.3,40.3,0,1.7
317,U1352,B,42,X,5,125,348.35,39,-0.3,3
317,U1352,B,42,X,5,130,348.4,42.3,-0.4,2.6
317,U1352,B,42,X,5,135,348.45,45.2,-0.7,3.4
317,U1352,B,42,X,5,140,348.5,36.4,0.2,2
317,U1352,B,42,X,5,145,348.55,44.3,-0.5,2.8
317,U1352,B,42,X,CC,5,348.64,27.5,1.3,-0.3
317,U1352,B,42,X,CC,10,348.69,31.9,1,1.4
317,U1352,B,42,X,CC,15,348.74,43.8,-0.4,3.7
317,U1352,B,42,X,CC,20,348.79,23.7,2.7,-5.2
317,U1352,B,43,X,1,4.7,350.747,42.8,-1.2,0.9
317,U1352,B,43,X,1,9.7,350.797,46.9,-1.8,1.7
317,U1352,B,43,X,1,14.7,350.847,45.4,-1.1,0.7
317,U1352,B,43,X,1,19.7,350.897,44.5,-1.2,0.7
317,U1352,B,43,X,1,24.7,350.947,45.3,-1,-0.1
317,U1352,B,43,X,1,29.7,350.997,50.2,-1,0.8
317,U1352,B,43,X,1,34.8,351.048,48.6,-0.8,0.6
317,U1352,B,43,X,1,39.8,351.098,48.7,-1.2,0.8
317,U1352,B,43,X,1,44.8,351.148,49.7,-0.8,0.7
317,U1352,B,43,X,1,49.8,351.198,53.3,-0.7,0.1
317,U1352,B,43,X,1,54.8,351.248,51.8,-0.9,0.8
317,U1352,B,43,X,1,59.8,351.298,45.3,-1.3,1.2
317,U1352,B,43,X,1,64.8,351.348,41.8,-0.8,0.2
317,U1352,B,43,X,1,69.9,351.399,46.3,-1.6,1.8
317,U1352,B,43,X,1,74.9,351.449,44.7,-1.4,1.2
317,U1352,B,43,X,1,79.9,351.499,40.8,-1.1,1.2
317,U1352,B,43,X,1,84.9,351.549,46.7,-1.5,1.5
317,U1352,B,43,X,1,89.9,351.599,47.7,-1,1.1
317,U1352,B,43,X,1,94.9,351.649,46.4,-1.5,1.6
317,U1352,B,43,X,1,99.9,351.699,43.5,-1.1,1
317,U1352,B,43,X,1,104.9,351.749,54.3,-1.2,1.1
317,U1352,B,43,X,1,109.9,351.799,48.3,-1,0.7
317,U1352,B,43,X,1,115,351.85,45.5,-1.2,0.5
317,U1352,B,43,X,1,120,351.9,47.2,-1,0.7
317,U1352,B,43,X,1,125,351.95,45.1,-1.7,1.3
317,U1352,B,43,X,1,130,352,44,-0.9,0.7
317,U1352,B,43,X,1,135,352.05,45.5,-0.9,0.6
317,U1352,B,43,X,1,140,352.1,48.4,-1.2,1.6
317,U1352,B,43,X,1,145,352.15,44.1,-1.5,1.7
317,U1352,B,43,X,2,4.7,352.247,49.8,-1.2,1.2
317,U1352,B,43,X,2,9.7,352.297,51,-1.2,1
317,U1352,B,43,X,2,14.7,352.347,51,-1.1,0
317,U1352,B,43,X,2,19.7,352.397,45.3,-0.8,0.7
317,U1352,B,43,X,2,24.7,352.447,34.3,-0.2,-1
317,U1352,B,43,X,2,29.8,352.498,40.3,-0.7,0.3
317,U1352,B,43,X,2,34.8,352.548,47.8,-1.5,1.3
317,U1352,B,43,X,2,39.8,352.598,42.3,-0.7,0.2
317,U1352,B,43,X,2,44.8,352.648,43.6,-1.2,0.9
317,U1352,B,43,X,2,49.8,352.698,49,-1.7,1.4
317,U1352,B,43,X,2,54.8,352.748,47.6,-1.7,1.3
317,U1352,B,43,X,2,59.8,352.798,45.2,-1.3,1
317,U1352,B,43,X,2,64.8,352.848,47,-1,0.7
317,U1352,B,43,X,2,69.8,352.898,44.1,-1,0.3
317,U1352,B,43,X,2,74.9,352.949,45.2,-0.7,0.4
317,U1352,B,43,X,2,79.9,352.999,44.3,-1.3,0.7
317,U1352,B,43,X,2,84.9,353.049,46.2,-1.3,1.1
317,U1352,B,43,X,2,89.9,353.099,41.8,-0.8,0.5
317,U1352,B,43,X,2,94.9,353.149,44.4,-1.4,0.8
317,U1352,B,43,X,2,99.9,353.199,45.5,-1.4,0.8
317,U1352,B,43,X,2,104.9,353.249,53.9,-0.9,0.7
317,U1352,B,43,X,2,110,353.3,46.3,-1.6,0.9
317,U1352,B,43,X,2,115,353.35,42.6,-1.1,0.3
317,U1352,B,43,X,2,120,353.4,42.7,-0.9,0.1
317,U1352,B,43,X,2,125,353.45,41.4,-1.2,0.6
317,U1352,B,43,X,2,130,353.5,42.8,-1.5,1.1
317,U1352,B,43,X,2,135,353.55,39.5,-1,0.5
317,U1352,B,43,X,2,140,353.6,41.7,-1.5,1.6
317,U1352,B,43,X,2,145.1,353.651,39.1,-0.6,0.4
317,U1352,B,43,X,3,4.7,353.747,45.9,-0.9,0.8
317,U1352,B,43,X,3,9.7,353.797,49.7,-1.2,1.3
317,U1352,B,43,X,3,14.7,353.847,43.6,-1,0.9
317,U1352,B,43,X,3,19.7,353.897,39.6,-1.2,1.5
317,U1352,B,43,X,3,24.7,353.947,33.7,-0.5,0.5
317,U1352,B,43,X,3,29.8,353.998,33.3,-0.1,-0.3
317,U1352,B,43,X,3,34.8,354.048,42.8,-1.2,3.3
317,U1352,B,43,X,3,39.8,354.098,41,-1.2,3
317,U1352,B,43,X,3,44.8,354.148,37.6,-0.5,1.3
317,U1352,B,43,X,3,49.8,354.198,41.2,-1.2,2.1
317,U1352,B,43,X,3,54.8,354.248,48.8,-1.1,1.7
317,U1352,B,43,X,3,59.8,354.298,47.8,-1.4,1.6
317,U1352,B,43,X,3,64.8,354.348,41.6,-1.3,1.5
317,U1352,B,43,X,3,69.9,354.399,37.5,0,-0.2
317,U1352,B,43,X,3,74.9,354.449,41.6,-0.6,0.7
317,U1352,B,43,X,3,79.9,354.499,48.9,-0.8,1.2
317,U1352,B,43,X,3,84.9,354.549,40.4,-1,1.1
317,U1352,B,43,X,3,89.9,354.599,43.2,-1.4,2
317,U1352,B,43,X,3,94.9,354.649,43.7,-1.1,1.6
317,U1352,B,43,X,3,99.9,354.699,36.6,-0.2,0.5
317,U1352,B,43,X,3,104.9,354.749,51.7,-1.3,2
317,U1352,B,43,X,3,110,354.8,41,-0.6,0.3
317,U1352,B,43,X,3,115,354.85,47.1,-0.9,1.7
317,U1352,B,43,X,3,120,354.9,42.8,-0.5,0.9
317,U1352,B,43,X,3,125,354.95,39.7,-0.4,0.1
317,U1352,B,43,X,3,130,355,49.5,-1.1,1.6
317,U1352,B,43,X,3,135,355.05,38.2,-0.4,1
317,U1352,B,43,X,3,140,355.1,40,-0.1,0
317,U1352,B,43,X,3,145,355.15,40.8,-0.8,1
317,U1352,B,43,X,4,4.7,355.247,37,-0.4,0
317,U1352,B,43,X,4,9.7,355.297,45.3,-0.7,0.7
317,U1352,B,43,X,4,14.7,355.347,46.2,-0.9,1
317,U1352,B,43,X,4,19.7,355.397,42.3,-0.5,0.5
317,U1352,B,43,X,4,24.7,355.447,35.2,0,-0.6
317,U1352,B,43,X,4,29.8,355.498,47.4,-0.6,1.1
317,U1352,B,43,X,4,34.8,355.548,45.3,-0.3,0.5
317,U1352,B,43,X,4,39.8,355.598,44.5,-0.5,1
317,U1352,B,43,X,4,44.8,355.648,43.2,-1,0.8
317,U1352,B,43,X,4,49.8,355.698,47.8,-0.9,1.3
317,U1352,B,43,X,4,54.8,355.748,45.7,-1.3,1.3
317,U1352,B,43,X,4,59.8,355.798,40.1,-1,1.1
317,U1352,B,43,X,4,64.8,355.848,48.5,-1,1.1
317,U1352,B,43,X,4,69.9,355.899,44.9,-0.5,1
317,U1352,B,43,X,4,74.9,355.949,49.4,-1,1.7
317,U1352,B,43,X,4,79.9,355.999,40.6,-0.6,0.9
317,U1352,B,43,X,4,84.9,356.049,36,0.6,-1
317,U1352,B,43,X,4,89.9,356.099,36.3,0.1,0
317,U1352,B,43,X,4,94.9,356.149,48.2,-0.8,2.1
317,U1352,B,43,X,4,99.9,356.199,43.3,-1.1,2.6
317,U1352,B,43,X,4,104.9,356.249,39.2,-0.6,1.5
317,U1352,B,43,X,4,109.9,356.299,46.2,-0.9,2.8
317,U1352,B,43,X,4,115,356.35,47.7,-1.7,4.1
317,U1352,B,43,X,4,120,356.4,41,-1.2,3.5
317,U1352,B,43,X,4,125,356.45,39.6,-0.9,2.9
317,U1352,B,43,X,4,130,356.5,43.2,-0.7,2.3
317,U1352,B,43,X,4,135,356.55,45.9,-0.9,3.1
317,U1352,B,43,X,4,140,356.6,41.2,-1,3.2
317,U1352,B,43,X,4,145,356.65,42.7,-0.6,1.6
317,U1352,B,43,X,5,4.7,356.747,45.6,-0.5,1.8
317,U1352,B,43,X,5,9.7,356.797,48.2,-0.6,1.9
317,U1352,B,43,X,5,14.7,356.847,38.3,-0.2,1.8
317,U1352,B,43,X,5,19.7,356.897,36.7,0.3,0.6
317,U1352,B,43,X,5,24.7,356.947,42.5,-0.7,3.1
317,U1352,B,43,X,5,29.8,356.998,47.6,-0.8,3.4
317,U1352,B,43,X,5,34.8,357.048,44.9,-0.7,2.9
317,U1352,B,43,X,5,39.8,357.098,39.6,-0.5,2.3
317,U1352,B,43,X,5,44.8,357.148,49.3,-0.9,3.4
317,U1352,B,43,X,5,49.8,357.198,45.8,-0.5,2.2
317,U1352,B,43,X,5,54.8,357.248,48.5,-0.8,2.9
317,U1352,B,43,X,5,59.8,357.298,46.9,-0.7,2.6
317,U1352,B,43,X,5,64.8,357.348,46.7,-0.8,2.7
317,U1352,B,43,X,5,69.9,357.399,46.7,-1,3.4
317,U1352,B,43,X,5,74.9,357.449,45,-0.6,2.4
317,U1352,B,43,X,5,79.9,357.499,44.4,-0.5,2.1
317,U1352,B,43,X,5,84.9,357.549,48,-0.9,2.8
317,U1352,B,43,X,5,89.9,357.599,44.7,-0.4,1.7
317,U1352,B,43,X,5,94.9,357.649,44.6,-0.5,1.8
317,U1352,B,43,X,5,99.9,357.699,44.5,-0.2,0.9
317,U1352,B,43,X,5,104.9,357.749,49.3,-0.4,1.2
317,U1352,B,43,X,5,109.9,357.799,42.3,-1.1,2.9
317,U1352,B,43,X,5,115,357.85,48.7,-1,2.7
317,U1352,B,43,X,5,120,357.9,47.7,-1.1,3.1
317,U1352,B,43,X,5,125,357.95,36.1,-0.3,1.1
317,U1352,B,43,X,5,130,358,49,-0.5,1.8
317,U1352,B,43,X,5,135,358.05,47.7,-1,2.9
317,U1352,B,43,X,5,140,358.1,48.1,-0.7,2
317,U1352,B,43,X,5,145,358.15,47.2,-1.1,2
317,U1352,B,43,X,6,4.8,358.248,46.7,-1.2,2.7
317,U1352,B,43,X,6,9.9,358.299,45.4,-1.5,2.2
317,U1352,B,43,X,6,14.9,358.349,37.6,-0.5,0.9
317,U1352,B,43,X,6,19.9,358.399,46.8,-1,1.8
317,U1352,B,43,X,6,24.9,358.449,43.2,-0.5,1
317,U1352,B,43,X,6,29.9,358.499,47.4,-0.6,0.8
317,U1352,B,43,X,6,34.9,358.549,41.4,-0.9,1.3
317,U1352,B,43,X,6,39.9,358.599,47.5,-1,1.7
317,U1352,B,43,X,6,45,358.65,45.6,-1.2,2.6
317,U1352,B,43,X,6,50,358.7,39.3,-0.9,1.8
317,U1352,B,43,X,6,55,358.75,47.7,-0.9,2.3
317,U1352,B,43,X,6,60,358.8,35.1,0.3,-0.6
317,U1352,B,43,X,6,65,358.85,41.8,-0.6,1.4
317,U1352,B,43,X,6,70,358.9,41.7,-1,2.4
317,U1352,B,43,X,6,75,358.95,48.7,-0.8,1.6
317,U1352,B,43,X,6,80,359,48.9,-0.4,0.7
317,U1352,B,43,X,6,85,359.05,39.8,0.3,-0.5
317,U1352,B,43,X,6,90,359.1,24.6,2.5,-5.6
317,U1352,B,43,X,7,4.8,359.248,48.6,-0.9,2
317,U1352,B,43,X,7,9.9,359.299,47.6,-1.4,2.5
317,U1352,B,43,X,7,14.9,359.349,42,-0.3,1.3
317,U1352,B,43,X,7,19.9,359.399,45.1,-1,2.4
317,U1352,B,43,X,7,24.9,359.449,41.2,-0.4,2
317,U1352,B,43,X,7,29.9,359.499,47.8,-1.6,3.5
317,U1352,B,43,X,7,34.9,359.549,45.9,-0.6,1.8
317,U1352,B,43,X,7,40,359.6,45.3,-0.6,1.9
317,U1352,B,43,X,7,45,359.65,40.1,-1,2.6
317,U1352,B,43,X,7,50,359.7,37.1,-0.9,2.4
317,U1352,B,43,X,7,55,359.75,37.6,-0.7,1.3
317,U1352,B,43,X,7,60,359.8,51.8,-1,2.1
